"SNF Wage Indices bt Fiscal Year -- Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,
County code,State,County name,CBSA 2013,SNF Wage 2007,SNF Wage 2008,SNF Wage 2009 A,SNF Wage 2009 B,SNF Wage 2010,SNF Wage 2011,SNF Wage 2013
16810,IA,SCOTT,19340, 0.8846 , 0.8830 , NA , 0.8435 , 0.8284 , 0.8400 , 0.9145 
16820,IA,SHELBY,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16830,IA,SIOUX,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16840,IA,STORY,11180, 0.9760 , 1.0046 , NA , 0.9487 , 0.9493 , 0.9970 , 0.9595 
16850,IA,TAMA,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16860,IA,TAYLOR,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16870,IA,UNION,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16880,IA,VAN BUREN,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16890,IA,WAPELLO,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16900,IA,WARREN,19780, 0.9214 , 0.9226 , NA , 0.9535 , 0.9649 , 0.9621 , 0.9616 
16910,IA,WASHINGTON,26980, 0.9714 , 0.9568 , NA , 0.9483 , 0.9548 , 0.9657 , 1.0120 
16920,IA,WAYNE,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16930,IA,WEBSTER,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16940,IA,WINNEBAGO,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16950,IA,WINNESHIEK,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16960,IA,WOODBURY,43580, 0.9200 , 0.9251 , NA , 0.8915 , 0.9094 , 0.9091 , 0.9010 
16970,IA,WORTH,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
16980,IA,WRIGHT,NA, 0.8681 , 0.8566 , NA , 0.8804 , 0.8624 , 0.8545 , 0.8351 
17000,KS,ALLEN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17010,KS,ANDERSON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17020,KS,ATCHISON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17030,KS,BARBER,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17040,KS,BARTON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17050,KS,BOURBON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17060,KS,BROWN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17070,KS,BUTLER,48620, 0.9063 , 0.9062 , NA , 0.9069 , 0.9018 , 0.8898 , 0.8681 
17080,KS,CHASE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17090,KS,CHAUTAUQUA,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17100,KS,CHEROKEE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17110,KS,CHEYENNE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17120,KS,CLARK,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17130,KS,CLAY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17140,KS,CLOUD,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17150,KS,COFFEY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17160,KS,COMANCHE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17170,KS,COWLEY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17180,KS,CRAWFORD,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17190,KS,DECATUR,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17200,KS,DICKINSON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17210,KS,DONIPHAN,41140, 1.0118 , 0.8762 , NA , 1.0380 , 1.0189 , 1.0302 , 0.9856 
17220,KS,DOUGLAS,29940, 0.8365 , 0.8227 , NA , 0.8343 , 0.8580 , 0.8533 , 0.8676 
17230,KS,EDWARDS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17240,KS,ELK,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17250,KS,ELLIS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17260,KS,ELLSWORTH,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17270,KS,FINNEY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17280,KS,FORD,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17290,KS,FRANKLIN,28140, 0.9495 , 0.9504 , NA , 0.9610 , 0.9679 , 0.9652 , 0.9614 
17300,KS,GEARY,31740, NA , NA , NA , NA , 0.7878 , 0.7847 , 0.7839 
17310,KS,GOVE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17320,KS,GRAHAM,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17330,KS,GRANT,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17340,KS,GRAY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17350,KS,GREELEY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17360,KS,GREENWOOD,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17370,KS,HAMILTON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17380,KS,HARPER,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17390,KS,HARVEY,48620, 0.9063 , 0.9062 , NA , 0.9069 , 0.9018 , 0.8898 , 0.8681 
17391,KS,HASKELL,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17410,KS,HODGEMAN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17420,KS,JACKSON,45820, 0.8730 , 0.8538 , NA , 0.8756 , 0.9026 , 0.8952 , 0.8969 
17430,KS,JEFFERSON,45820, 0.8730 , 0.8538 , NA , 0.8756 , 0.9026 , 0.8952 , 0.8969 
17440,KS,JEWELL,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17450,KS,JOHNSON,28140, 0.9495 , 0.9504 , NA , 0.9610 , 0.9679 , 0.9652 , 0.9614 
17451,KS,KEARNY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17470,KS,KINGMAN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17480,KS,KIOWA,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17490,KS,LABETTE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17500,KS,LANE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17510,KS,LEAVENWORTH,28140, 0.9495 , 0.9504 , NA , 0.9610 , 0.9679 , 0.9652 , 0.9614 
17520,KS,LINCOLN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17530,KS,LINN,28140, 0.9495 , 0.9504 , NA , 0.9610 , 0.9679 , 0.9652 , 0.9614 
17540,KS,LOGAN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17550,KS,LYON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17560,KS,MCPHERSON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17570,KS,MARION,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17580,KS,MARSHALL,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17590,KS,MEADE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17600,KS,MIAMI,28140, 0.9495 , 0.9504 , NA , 0.9610 , 0.9679 , 0.9652 , 0.9614 
17610,KS,MITCHELL,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17620,KS,MONTGOMERY,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17630,KS,MORRIS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17640,KS,MORTON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17650,KS,NEMAHA,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17660,KS,NEOSHO,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17670,KS,NESS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17680,KS,NORTON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17690,KS,OSAGE,45820, 0.8730 , 0.8538 , NA , 0.8756 , 0.9026 , 0.8952 , 0.8969 
17700,KS,OSBORNE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17710,KS,OTTAWA,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17720,KS,PAWNEE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17730,KS,PHILLIPS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17740,KS,POTTAWATOMIE,31740, NA , NA , NA , NA , 0.7878 , 0.7847 , 0.7839 
17750,KS,PRATT,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17760,KS,RAWLINS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17770,KS,RENO,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17780,KS,REPUBLIC,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17790,KS,RICE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17800,KS,RILEY,31740, NA , NA , NA , NA , 0.7878 , 0.7847 , 0.7839 
17810,KS,ROOKS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17820,KS,RUSH,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17830,KS,RUSSELL,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17840,KS,SALINE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17841,KS,SCOTT,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17860,KS,SEDGWICK,48620, 0.9063 , 0.9062 , NA , 0.9069 , 0.9018 , 0.8898 , 0.8681 
17870,KS,SEWARD,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17880,KS,SHAWNEE,45820, 0.8730 , 0.8538 , NA , 0.8756 , 0.9026 , 0.8952 , 0.8969 
17890,KS,SHERIDAN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17900,KS,SHERMAN,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17910,KS,SMITH,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17920,KS,STAFFORD,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17921,KS,STANTON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17940,KS,STEVENS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17950,KS,SUMNER,48620, 0.9063 , 0.9062 , NA , 0.9069 , 0.9018 , 0.8898 , 0.8681 
17960,KS,THOMAS,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17970,KS,TREGO,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17980,KS,WABAUNSEE,45820, 0.8730 , 0.8538 , NA , 0.8756 , 0.9026 , 0.8952 , 0.8969 
17981,KS,WALLACE,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17982,KS,WASHINGTON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17983,KS,WICHITA,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17984,KS,WILSON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17985,KS,WOODSON,NA, 0.7998 , 0.7981 , NA , 0.8052 , 0.8167 , 0.7981 , 0.7997 
17986,KS,WYANDOTTE,28140, 0.9495 , 0.9504 , NA , 0.9610 , 0.9679 , 0.9652 , 0.9614 
18000,KY,ADAIR,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18010,KY,ALLEN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18020,KY,ANDERSON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18030,KY,BALLARD,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18040,KY,BARREN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18050,KY,BATH,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18060,KY,BELL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18070,KY,BOONE,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
18080,KY,BOURBON,30460, 0.9181 , 0.9191 , NA , 0.9110 , 0.8889 , 0.8817 , 0.9023 
18090,KY,BOYD,26580, 0.8997 , 0.9041 , NA , 0.9254 , 0.9097 , 0.8953 , 0.8635 
18100,KY,BOYLE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18110,KY,BRACKEN,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
18120,KY,BREATHITT,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18130,KY,BRECKINRIDGE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18140,KY,BULLITT,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
18150,KY,BUTLER,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18160,KY,CALDWELL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18170,KY,CALLOWAY,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18180,KY,CAMPBELL,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
18190,KY,CARLISLE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18191,KY,CARROLL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18210,KY,CARTER,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18220,KY,CASEY,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18230,KY,CHRISTIAN,17300, 0.8436 , 0.8251 , NA , 0.8298 , 0.7980 , 0.7888 , 0.8082 
18240,KY,CLARK,30460, 0.9181 , 0.9191 , NA , 0.9110 , 0.8889 , 0.8817 , 0.9023 
18250,KY,CLAY,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18260,KY,CLINTON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18270,KY,CRITTENDEN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18271,KY,CUMBERLAND,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18290,KY,DAVIESS,36980, 0.8748 , 0.8652 , NA , 0.8685 , 0.8357 , 0.8370 , 0.8117 
18291,KY,EDMONSON,14540, 0.8148 , 0.8159 , NA , 0.8388 , 0.8469 , 0.8666 , 0.8665 
18310,KY,ELLIOTT,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18320,KY,ESTILL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18330,KY,FAYETTE,30460, 0.9181 , 0.9191 , NA , 0.9110 , 0.8889 , 0.8817 , 0.9023 
18340,KY,FLEMING,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18350,KY,FLOYD,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18360,KY,FRANKLIN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18361,KY,FULTON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18362,KY,GALLATIN,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
18390,KY,GARRARD,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18400,KY,GRANT,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
18410,KY,GRAVES,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18420,KY,GRAYSON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18421,KY,GREEN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18440,KY,GREENUP,26580, 0.8997 , 0.9041 , NA , 0.9254 , 0.9097 , 0.8953 , 0.8635 
18450,KY,HANCOCK,36980, 0.8748 , 0.8652 , NA , 0.8685 , 0.8357 , 0.8370 , 0.8117 
18460,KY,HARDIN,21060, 0.8697 , 0.8711 , NA , 0.8525 , 0.8388 , 0.8449 , 0.8294 
18470,KY,HARLAN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18480,KY,HARRISON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18490,KY,HART,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18500,KY,HENDERSON,21780, 0.9071 , 0.8662 , NA , 0.8690 , 0.8522 , 0.8433 , 0.8401 
18510,KY,HENRY,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
18511,KY,HICKMAN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18530,KY,HOPKINS,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18540,KY,JACKSON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18550,KY,JEFFERSON,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
18560,KY,JESSAMINE,30460, 0.9181 , 0.9191 , NA , 0.9110 , 0.8889 , 0.8817 , 0.9023 
18570,KY,JOHNSON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18580,KY,KENTON,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
18590,KY,KNOTT,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18600,KY,KNOX,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18610,KY,LARUE,21060, 0.8697 , 0.8711 , NA , 0.8525 , 0.8388 , 0.8449 , 0.8294 
18620,KY,LAUREL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18630,KY,LAWRENCE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18640,KY,LEE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18650,KY,LESLIE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18660,KY,LETCHER,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18670,KY,LEWIS,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18680,KY,LINCOLN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18690,KY,LIVINGSTON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18700,KY,LOGAN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18710,KY,LYON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18720,KY,MCCRACKEN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18730,KY,MCCREARY,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18740,KY,MCLEAN,36980, 0.8748 , 0.8652 , NA , 0.8685 , 0.8357 , 0.8370 , 0.8117 
18750,KY,MADISON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18760,KY,MAGOFFIN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18770,KY,MARION,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18780,KY,MARSHALL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18790,KY,MARTIN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18800,KY,MASON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18801,KY,MEADE,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
18802,KY,MENIFEE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18830,KY,MERCER,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18831,KY,METCALFE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18850,KY,MONROE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18860,KY,MONTGOMERY,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18861,KY,MORGAN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18880,KY,MUHLENBERG,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18890,KY,NELSON,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
18900,KY,NICHOLAS,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18910,KY,OHIO,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18920,KY,OLDHAM,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
18930,KY,OWEN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18931,KY,OWSLEY,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18932,KY,PENDLETON,17140, 0.9601 , 0.9784 , NA , 0.9687 , 0.9483 , 0.9699 , 0.9508 
18960,KY,PERRY,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18970,KY,PIKE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18971,KY,POWELL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18972,KY,PULASKI,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18973,KY,ROBERTSON,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18974,KY,ROCKCASTLE,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18975,KY,ROWAN,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18976,KY,RUSSELL,NA, 0.7768 , 0.7793 , NA , 0.7803 , 0.7813 , 0.7830 , 0.7877 
18977,KY,SCOTT,30460, 0.9181 , 0.9191 , NA , 0.9110 , 0.8889 , 0.8817 , 0.9023 
18978,KY,SHELBY,31140, 0.9118 , 0.9065 , NA , 0.9249 , 0.8964 , 0.8896 , 0.8862 
