HHA Wage Indices by Fiscal Year,,,,,,,,,,
County code,State,County name,CBSA 2014,HHA Wage 2008,HHA Wage 2009,HHA Wage 2010,HHA Wage 2011,HHA Wage 2012,HHA Wage 2013,HHA Wage 2014
15530,IN,MONTGOMERY,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15540,IN,MORGAN,26900,0.9844,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151
15550,IN,NEWTON,23844,0.9224,0.925,0.9288,0.9084,0.9193,0.9150,0.944
15560,IN,NOBLE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15570,IN,OHIO,17140,0.9784,0.9687,0.9483,0.9699,0.943,0.9415,0.9382
15580,IN,ORANGE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15590,IN,OWEN,14020,0.8915,0.8979,0.9043,0.8989,0.8725,0.8772,0.9343
15600,IN,PARKE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15610,IN,PERRY,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15620,IN,PIKE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15630,IN,PORTER,23844,0.9224,0.925,0.9288,0.9084,0.9193,0.9150,0.944
15640,IN,POSEY,21780,0.8662,0.869,0.8522,0.8433,0.8679,0.8426,0.8367
15650,IN,PULASKI,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15660,IN,PUTNAM,26900,0.9844,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151
15670,IN,RANDOLPH,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15680,IN,RIPLEY,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15690,IN,RUSH,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15700,IN,ST. JOSEPH,43780,0.9617,0.9761,0.969,0.9948,0.9426,0.9543,0.9465
15710,IN,SCOTT,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15720,IN,SHELBY,26900,0.9844,0.9908,0.9742,0.9672,0.9662,0.9843,1.0151
15730,IN,SPENCER,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15740,IN,STARKE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15750,IN,STEUBEN,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15760,IN,SULLIVAN,45460,0.8805,0.9085,0.9061,0.9205,0.9209,0.9258,0.9747
15770,IN,SWITZERLAND,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15780,IN,TIPPECANOE,29140,0.8869,0.9221,0.9181,0.9289,0.9507,0.9309,0.9996
15790,IN,TIPTON,29020,0.9591,0.9349,0.9862,0.913,0.9186,0.8775,0.9099
15800,IN,UNION,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15810,IN,VANDERBURGH,21780,0.8662,0.869,0.8522,0.8433,0.8679,0.8426,0.8367
15820,IN,VERMILLION,45460,0.8805,0.9085,0.9061,0.9205,0.9209,0.9258,0.9747
15830,IN,VIGO,45460,0.8805,0.9085,0.9061,0.9205,0.9209,0.9258,0.9747
15840,IN,WABASH,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15850,IN,WARREN,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15860,IN,WARRICK,21780,0.8662,0.869,0.8522,0.8433,0.8679,0.8426,0.8367
15870,IN,WASHINGTON,31140,0.9065,0.9249,0.8964,0.8896,0.89,0.8856,0.8892
15880,IN,WAYNE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15890,IN,WELLS,23060,0.9284,0.9176,0.9012,0.9362,0.9368,0.9654,0.9048
15900,IN,WHITE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,0.8422,0.8547
15910,IN,WHITLEY,23060,0.9284,0.9176,0.9012,0.9362,0.9368,0.9654,0.9048
15999,IN,STATEWIDE,NA,0.8576,0.8473,0.8529,0.8391,0.8551,n/a ,0.8547
16000,IA,ADAIR,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16010,IA,ADAMS,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16020,IA,ALLAMAKEE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16030,IA,APPANOOSE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16040,IA,AUDUBON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16050,IA,BENTON,16300,0.8852,0.8919,0.8984,0.8844,0.8831,0.8964,0.9001
16060,IA,BLACK HAWK,47940,0.8519,0.849,0.8518,0.8462,0.8372,0.8441,0.8366
16070,IA,BOONE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16080,IA,BREMER,47940,0.8519,0.849,0.8518,0.8462,0.8372,0.8441,0.8366
16090,IA,BUCHANAN,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16100,IA,BUENA VISTA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16110,IA,BUTLER,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16120,IA,CALHOUN,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16130,IA,CARROLL,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16140,IA,CASS,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16150,IA,CEDAR,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16160,IA,CERRO GORDO,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16170,IA,CHEROKEE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16180,IA,CHICKASAW,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16190,IA,CLARKE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16200,IA,CLAY,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16210,IA,CLAYTON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16220,IA,CLINTON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16230,IA,CRAWFORD,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16240,IA,DALLAS,19780,0.9226,0.9535,0.9649,0.9621,0.9801,0.9637,0.9433
16250,IA,DAVIS,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16260,IA,DECATUR,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16270,IA,DELAWARE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16280,IA,DES MOINES,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16290,IA,DICKINSON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16300,IA,DUBUQUE,20220,0.9058,0.838,0.8869,0.8774,0.8698,0.8681,0.8828
16310,IA,EMMET,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16320,IA,FAYETTE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16330,IA,FLOYD,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16340,IA,FRANKLIN,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16350,IA,FREMONT,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16360,IA,GREENE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16370,IA,GRUNDY,47940,0.8519,0.849,0.8518,0.8462,0.8372,0.8441,0.8366
16380,IA,GUTHRIE,19780,0.9226,0.9535,0.9649,0.9621,0.9801,0.9637,0.9433
16390,IA,HAMILTON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16400,IA,HANCOCK,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16410,IA,HARDIN,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16420,IA,HARRISON,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0059,0.9797
16430,IA,HENRY,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16440,IA,HOWARD,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16450,IA,HUMBOLDT,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16460,IA,IDA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16470,IA,IOWA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16480,IA,JACKSON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16490,IA,JASPER,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16500,IA,JEFFERSON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16510,IA,JOHNSON,26980,0.9568,0.9483,0.9548,0.9657,1.007,1.0103,0.9896
16520,IA,JONES,16300,0.8852,0.8919,0.8984,0.8844,0.8831,0.8964,0.9001
16530,IA,KEOKUK,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16540,IA,KOSSUTH,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16550,IA,LEE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16560,IA,LINN,16300,0.8852,0.8919,0.8984,0.8844,0.8831,0.8964,0.9001
16570,IA,LOUISA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16580,IA,LUCAS,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16590,IA,LYON,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16600,IA,MADISON,19780,0.9226,0.9535,0.9649,0.9621,0.9801,0.9637,0.9433
16610,IA,MAHASKA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16620,IA,MARION,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16630,IA,MARSHALL,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16640,IA,MILLS,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0059,0.9797
16650,IA,MITCHELL,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16660,IA,MONONA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16670,IA,MONROE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16680,IA,MONTGOMERY,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16690,IA,MUSCATINE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16700,IA,OBRIEN,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16710,IA,OSCEOLA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16720,IA,PAGE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16730,IA,PALO ALTO,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16740,IA,PLYMOUTH,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16750,IA,POCAHONTAS,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16760,IA,POLK,19780,0.9226,0.9535,0.9649,0.9621,0.9801,0.9637,0.9433
16770,IA,POTTAWATTAMIE,36540,0.9561,0.9441,0.9608,0.9583,0.9864,1.0059,0.9797
16780,IA,POWESHIEK,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16790,IA,RINGGOLD,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16800,IA,SAC,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16810,IA,SCOTT,19340,0.883,0.8435,0.8284,0.84,0.9056,0.9165,0.9345
16820,IA,SHELBY,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16830,IA,SIOUX,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16840,IA,STORY,11180,1.0046,0.9487,0.9493,0.997,1.0009,0.9616,0.9465
16850,IA,TAMA,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16860,IA,TAYLOR,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16870,IA,UNION,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16880,IA,VAN BUREN,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16890,IA,WAPELLO,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16900,IA,WARREN,19780,0.9226,0.9535,0.9649,0.9621,0.9801,0.9637,0.9433
16910,IA,WASHINGTON,26980,0.9568,0.9483,0.9548,0.9657,1.007,1.0103,0.9896
16920,IA,WAYNE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16930,IA,WEBSTER,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16940,IA,WINNEBAGO,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16950,IA,WINNESHIEK,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16960,IA,WOODBURY,43580,0.9251,0.8915,0.9094,0.9091,0.9538,0.9026,0.9202
16970,IA,WORTH,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16980,IA,WRIGHT,NA,0.8566,0.8804,0.8624,0.8545,0.8618,0.8340,0.847
16999,IA,STATEWIDE,NA,0.8566,0.8804,0.8624,0.8545,0.8618,n/a ,0.847
17000,KS,ALLEN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17010,KS,ANDERSON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17020,KS,ATCHISON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17030,KS,BARBER,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17040,KS,BARTON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17050,KS,BOURBON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17060,KS,BROWN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17070,KS,BUTLER,48620,0.9062,0.9069,0.9018,0.8898,0.8696,0.8701,0.871
17080,KS,CHASE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17090,KS,CHAUTAUQUA,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17100,KS,CHEROKEE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17110,KS,CHEYENNE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17120,KS,CLARK,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17130,KS,CLAY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17140,KS,CLOUD,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17150,KS,COFFEY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17160,KS,COMANCHE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17170,KS,COWLEY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17180,KS,CRAWFORD,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17190,KS,DECATUR,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17200,KS,DICKINSON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17210,KS,DONIPHAN,41140,0.8762,1.038,1.0189,1.0302,1.0255,0.9878,0.9876
17220,KS,DOUGLAS,29940,0.8227,0.8343,0.858,0.8533,0.8853,0.8695,0.87
17230,KS,EDWARDS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17240,KS,ELK,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17250,KS,ELLIS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17260,KS,ELLSWORTH,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17270,KS,FINNEY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17280,KS,FORD,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17290,KS,FRANKLIN,28140,0.9504,0.961,0.9679,0.9652,0.9637,0.9635,0.9487
17300,KS,GEARY,31740,,,0.7878,0.7847,0.7912,0.7856,0.7876
17300,KS,GEARY,31740,,,0.7878,0.7847,0.7912,0.7856,0.7876
17310,KS,GOVE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17320,KS,GRAHAM,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17330,KS,GRANT,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17340,KS,GRAY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17350,KS,GREELEY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17360,KS,GREENWOOD,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17370,KS,HAMILTON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17380,KS,HARPER,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17390,KS,HARVEY,48620,0.9062,0.9069,0.9018,0.8898,0.8696,0.8701,0.871
17391,KS,HASKELL,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17410,KS,HODGEMAN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17420,KS,JACKSON,45820,0.8538,0.8756,0.9026,0.8952,0.8818,0.8989,0.9012
17430,KS,JEFFERSON,45820,0.8538,0.8756,0.9026,0.8952,0.8818,0.8989,0.9012
17440,KS,JEWELL,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17450,KS,JOHNSON,28140,0.9504,0.961,0.9679,0.9652,0.9637,0.9635,0.9487
17451,KS,KEARNY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17470,KS,KINGMAN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17480,KS,KIOWA,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17490,KS,LABETTE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17500,KS,LANE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17510,KS,LEAVENWORTH,28140,0.9504,0.961,0.9679,0.9652,0.9637,0.9635,0.9487
17520,KS,LINCOLN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17530,KS,LINN,28140,0.9504,0.961,0.9679,0.9652,0.9637,0.9635,0.9487
17540,KS,LOGAN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17550,KS,LYON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17560,KS,MCPHERSON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17570,KS,MARION,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17580,KS,MARSHALL,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17590,KS,MEADE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17600,KS,MIAMI,28140,0.9504,0.961,0.9679,0.9652,0.9637,0.9635,0.9487
17610,KS,MITCHELL,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17620,KS,MONTGOMERY,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17630,KS,MORRIS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17640,KS,MORTON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17650,KS,NEMAHA,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17660,KS,NEOSHO,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17670,KS,NESS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17680,KS,NORTON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17690,KS,OSAGE,45820,0.8538,0.8756,0.9026,0.8952,0.8818,0.8989,0.9012
17700,KS,OSBORNE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17710,KS,OTTAWA,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17720,KS,PAWNEE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17730,KS,PHILLIPS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17740,KS,POTTAWATOMIE,31740,,,0.7878,0.7847,0.7912,0.7856,0.7876
17740,KS,POTTAWATOMIE,31740,,,0.7878,0.7847,0.7912,0.7856,0.7876
17750,KS,PRATT,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17760,KS,RAWLINS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17770,KS,RENO,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17780,KS,REPUBLIC,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17790,KS,RICE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17800,KS,RILEY,31740,,,0.7878,0.7847,0.7912,0.7856,0.7876
17800,KS,RILEY,31740,,,0.7878,0.7847,0.7912,0.7856,0.7876
17810,KS,ROOKS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17820,KS,RUSH,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17830,KS,RUSSELL,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17840,KS,SALINE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17841,KS,SCOTT,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17860,KS,SEDGWICK,48620,0.9062,0.9069,0.9018,0.8898,0.8696,0.8701,0.871
17870,KS,SEWARD,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17880,KS,SHAWNEE,45820,0.8538,0.8756,0.9026,0.8952,0.8818,0.8989,0.9012
17890,KS,SHERIDAN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17900,KS,SHERMAN,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17910,KS,SMITH,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17920,KS,STAFFORD,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17921,KS,STANTON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17940,KS,STEVENS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17950,KS,SUMNER,48620,0.9062,0.9069,0.9018,0.8898,0.8696,0.8701,0.871
17960,KS,THOMAS,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17970,KS,TREGO,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17980,KS,WABAUNSEE,45820,0.8538,0.8756,0.9026,0.8952,0.8818,0.8989,0.9012
17981,KS,WALLACE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17982,KS,WASHINGTON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17983,KS,WICHITA,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17984,KS,WILSON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17985,KS,WOODSON,NA,0.7981,0.8052,0.8167,0.7981,0.8041,0.8015,0.7963
17986,KS,WYANDOTTE,28140,0.9504,0.961,0.9679,0.9652,0.9637,0.9635,0.9487
17999,KS,STATEWIDE,NA,0.7981,0.8052,0.8167,0.7981,0.8041,n/a ,0.7963
18000,KY,ADAIR,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18010,KY,ALLEN,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18020,KY,ANDERSON,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18030,KY,BALLARD,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18040,KY,BARREN,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18050,KY,BATH,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18060,KY,BELL,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18070,KY,BOONE,17140,0.9784,0.9687,0.9483,0.9699,0.943,0.9415,0.9382
18080,KY,BOURBON,30460,0.9191,0.911,0.8889,0.8817,0.8833,0.9040,0.885
18090,KY,BOYD,26580,0.9041,0.9254,0.9097,0.8953,0.8893,0.8531,0.8858
18100,KY,BOYLE,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18110,KY,BRACKEN,17140,0.9784,0.9687,0.9483,0.9699,0.943,0.9415,0.9382
18120,KY,BREATHITT,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18130,KY,BRECKINRIDGE,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18140,KY,BULLITT,31140,0.9065,0.9249,0.8964,0.8896,0.89,0.8856,0.8892
18150,KY,BUTLER,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18160,KY,CALDWELL,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18170,KY,CALLOWAY,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18180,KY,CAMPBELL,17140,0.9784,0.9687,0.9483,0.9699,0.943,0.9415,0.9382
18190,KY,CARLISLE,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18191,KY,CARROLL,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18210,KY,CARTER,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18220,KY,CASEY,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18230,KY,CHRISTIAN,17300,0.8251,0.8298,0.798,0.7888,0.8193,0.8100,0.7376
18240,KY,CLARK,30460,0.9191,0.911,0.8889,0.8817,0.8833,0.9040,0.885
18250,KY,CLAY,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18260,KY,CLINTON,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18270,KY,CRITTENDEN,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18271,KY,CUMBERLAND,NA,0.7793,0.7803,0.7813,0.783,0.7825,0.7908,0.7726
18290,KY,DAVIESS,36980,0.8652,0.8685,0.8357,0.837,0.8202,0.8135,0.7823
